method_id,method_name,N,gang_count,worker_count,set,run,delaylength,outerreps,exec_time_us
6,"parallel loop",16382,132,32,0,0,7,0,9.850000000
6,"parallel loop",16382,132,32,0,0,114,0,12.850000000
6,"parallel loop",16382,132,32,0,0,3,0,9.500000000
6,"parallel loop",16382,132,32,0,0,17,0,10.000000000
6,"parallel loop",16382,132,32,0,0,1,0,9.650000000
6,"parallel loop",16382,132,32,0,0,44,0,10.750000000
6,"parallel loop",16382,132,32,0,0,294,0,17.600000000
6,"parallel loop",16382,132,32,0,0,3140,0,92.700000000
6,"parallel loop",16382,132,32,0,0,4,0,9.850000000
6,"parallel loop",16382,132,32,0,0,1955,0,61.950000000
6,"parallel loop",16382,132,32,0,0,183,0,14.500000000
6,"parallel loop",16382,132,32,0,0,8096,0,222.750000000
6,"parallel loop",16382,132,32,0,0,758,0,30.100000000
6,"parallel loop",16382,132,32,0,0,71,0,11.450000000
6,"parallel loop",16382,132,32,0,0,2,0,9.250000000
6,"parallel loop",16382,132,32,0,0,11,0,9.800000000
6,"parallel loop",16382,132,32,0,0,28,0,10.300000000
6,"parallel loop",16382,132,32,0,0,5042,0,142.600000000
6,"parallel loop",16382,132,32,0,0,1218,0,42.250000000
6,"parallel loop",16382,132,32,0,0,472,0,22.500000000
6,"parallel loop",16382,132,32,0,1,4,0,9.750000000
6,"parallel loop",16382,132,32,0,1,1,0,9.300000000
6,"parallel loop",16382,132,32,0,1,17,0,10.000000000
6,"parallel loop",16382,132,32,0,1,28,0,10.150000000
6,"parallel loop",16382,132,32,0,1,11,0,9.850000000
6,"parallel loop",16382,132,32,0,1,3140,0,92.700000000
6,"parallel loop",16382,132,32,0,1,2,0,10.650000000
6,"parallel loop",16382,132,32,0,1,758,0,30.250000000
6,"parallel loop",16382,132,32,0,1,1218,0,42.250000000
6,"parallel loop",16382,132,32,0,1,44,0,10.600000000
6,"parallel loop",16382,132,32,0,1,71,0,11.550000000
6,"parallel loop",16382,132,32,0,1,114,0,12.650000000
6,"parallel loop",16382,132,32,0,1,294,0,17.600000000
6,"parallel loop",16382,132,32,0,1,7,0,9.700000000
6,"parallel loop",16382,132,32,0,1,183,0,14.350000000
6,"parallel loop",16382,132,32,0,1,8096,0,222.700000000
6,"parallel loop",16382,132,32,0,1,472,0,22.500000000
6,"parallel loop",16382,132,32,0,1,1955,0,61.750000000
6,"parallel loop",16382,132,32,0,1,3,0,9.550000000
6,"parallel loop",16382,132,32,0,1,5042,0,143.050000000
6,"parallel loop",16382,132,32,0,2,3,0,9.400000000
6,"parallel loop",16382,132,32,0,2,44,0,10.750000000
6,"parallel loop",16382,132,32,0,2,1,0,9.450000000
6,"parallel loop",16382,132,32,0,2,183,0,14.900000000
6,"parallel loop",16382,132,32,0,2,294,0,17.500000000
6,"parallel loop",16382,132,32,0,2,5042,0,143.000000000
6,"parallel loop",16382,132,32,0,2,7,0,9.750000000
6,"parallel loop",16382,132,32,0,2,8096,0,222.700000000
